Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,State
APSARA BUS SERVICE,Non AC Seater (2+2),08:40,13:15,04h 35m,500.0,26 Seats available,0.0,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,Gangtok to Siliguri,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),09:00,12:55,03h 55m,500.0,28 Seats available,0.0,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,Gangtok to Siliguri,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),10:50,15:20,04h 30m,500.0,28 Seats available,1.4,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,Gangtok to Siliguri,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),12:30,17:00,04h 30m,500.0,27 Seats available,0.0,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,Gangtok to Siliguri,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),14:00,18:35,04h 35m,500.0,28 Seats available,0.0,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,Gangtok to Siliguri,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),15:30,19:35,04h 05m,500.0,27 Seats available,0.0,https://www.redbus.in/bus-tickets/gangtok-to-siliguri,Gangtok to Siliguri,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),09:30,13:30,04h 00m,500.0,28 Seats available,0.0,https://www.redbus.in/bus-tickets/siliguri-to-gangtok,Siliguri to Gangtok,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),11:00,15:00,04h 00m,500.0,26 Seats available,0.0,https://www.redbus.in/bus-tickets/siliguri-to-gangtok,Siliguri to Gangtok,Sikkim
APSARA BUS SERVICE,Non AC Seater (2+2),14:30,18:35,04h 05m,500.0,28 Seats available,0.0,https://www.redbus.in/bus-tickets/siliguri-to-gangtok,Siliguri to Gangtok,Sikkim
Sikkim Nationalised Transport (SNT) - 171408,NON A/C Seater (2+2),10:30,14:10,03h 40m,200.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/siliguri-to-jorethang-sikkim,Siliguri to Jorethang (Sikkim),Sikkim
Sikkim Nationalised Transport (SNT) - 170788,NON A/C Seater (2+2),13:30,17:30,04h 00m,200.0,26 Seats available,3.0,https://www.redbus.in/bus-tickets/siliguri-to-jorethang-sikkim,Siliguri to Jorethang (Sikkim),Sikkim
Sikkim Nationalised Transport (SNT) - 171408,NON A/C Seater (2+2),10:30,13:30,03h 00m,140.0,26 Seats available,3.8,https://www.redbus.in/bus-tickets/siliguri-to-melli-sikkim,Siliguri to Melli (Sikkim),Sikkim
Sikkim Nationalised Transport (SNT) - 170761,NON A/C Seater (2+2),13:00,16:30,03h 30m,140.0,26 Seats available,3.8,https://www.redbus.in/bus-tickets/siliguri-to-melli-sikkim,Siliguri to Melli (Sikkim),Sikkim
Sikkim Nationalised Transport (SNT) - 170788,NON A/C Seater (2+2),13:30,16:50,03h 20m,140.0,26 Seats available,3.8,https://www.redbus.in/bus-tickets/siliguri-to-melli-sikkim,Siliguri to Melli (Sikkim),Sikkim
NueGo,Electric A/C Seater (2+2),08:45,13:20,04h 35m,380.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
FlixBus,A/C Seater (2+2),08:55,13:40,04h 45m,779.0,3 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),10:30,15:35,05h 05m,686.0,1 Seat available,3.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),12:00,17:30,05h 30m,572.0,21 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
SPEED BUS,Volvo AC Seater (2+2),12:50,04:40,0-9h 0-10m,700.0,41 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),13:00,18:30,05h 30m,657.0,24 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),13:00,18:30,05h 30m,849.0,5 Seats available,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),13:40,18:30,04h 50m,749.0,6 Seats available,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),14:30,20:00,05h 30m,667.0,28 Seats available,3.3,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),15:30,21:00,05h 30m,543.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),16:00,21:10,05h 10m,539.0,14 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,491.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Khurana Bus Service,Bharat Benz A/C Seater (2+2),16:50,21:30,04h 40m,400.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Khurana Bus Service,Bharat Benz A/C Seater (2+2),17:00,21:30,04h 30m,400.0,16 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Vijay Tour and Travels,Bharat Benz A/C Seater / Sleeper (2+2),17:00,23:10,06h 10m,925.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),17:30,22:55,05h 25m,605.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),18:30,23:55,05h 25m,567.0,34 Seats available,4.2,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),20:00,01:20,05h 20m,491.0,35 Seats available,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Khurana Bus Service,Volvo A/C (2+2),20:50,02:40,05h 50m,400.0,17 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Khurana Bus Service,Volvo A/C (2+2),21:10,02:40,05h 30m,400.0,17 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),21:30,03:50,06h 20m,673.0,33 Seats available,3.6,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),22:00,03:15,05h 15m,463.0,40 Seats available,4.3,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:20,04:00,05h 40m,673.0,31 Seats available,3.1,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),22:25,02:45,04h 20m,449.0,44 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),22:30,03:55,05h 25m,453.0,20 Seats available,4.0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),22:35,02:45,04h 10m,449.0,44 Seats available,3.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:00,04:00,05h 00m,786.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:00,04:30,05h 30m,699.0,40 Seats available,4.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),23:00,04:15,05h 15m,444.0,38 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:00,04:20,05h 20m,599.0,25 Seats available,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:15,04:00,04h 45m,444.0,29 Seats available,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),23:30,04:30,05h 00m,599.0,27 Seats available,4.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:35,04:30,04h 55m,599.0,40 Seats available,4.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:40,04:45,05h 05m,765.0,33 Seats available,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),23:45,04:50,05h 05m,607.0,29 Seats available,4.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),23:45,05:00,05h 15m,458.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,04:15,04h 20m,499.0,24 Seats available,4.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,601.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Himalayan Nomad Ktc,Volvo A/C Semi Sleeper (2+2),23:55,05:30,05h 35m,601.0,41 Seats available,3.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,04:45,04h 50m,606.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,04:45,04h 50m,723.0,31 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
A N Holidays,Volvo A/C Semi Sleeper (2+2),23:59,06:15,06h 16m,649.0,31 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),23:59,06:15,06h 16m,849.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
FlixBus,A/C Seater (2+2),15:00,20:15,05h 15m,611.0,25 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
VT Bus,Scania Multi-Axle AC Semi Sleeper (2+2),15:50,19:00,03h 10m,290.0,18 Seats available,0.0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
VT Bus,Scania Multi-Axle AC Semi Sleeper (2+2),16:50,20:00,03h 10m,351.0,21 Seats available,0.0,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
FlixBus,A/C Seater (2+2),17:00,23:05,06h 05m,285.0,31 Seats available,2.8,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),18:20,23:15,04h 55m,799.0,31 Seats available,1.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),20:30,02:30,06h 00m,709.0,31 Seats available,2.7,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),22:41,02:45,04h 04m,449.0,44 Seats available,1.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Reo India Travels,Volvo A/C Semi Sleeper (2+2),23:59,04:20,04h 21m,662.0,23 Seats available,2.9,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,1600.0,33 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),23:55,05:45,05h 50m,1600.0,35 Seats available,3.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),16:30,22:30,06h 00m,2099.0,21 Seats available,2.2,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
Yatrabybus.com,Bharat Benz A/C Semi Sleeper (2+2),23:55,04:00,04h 05m,1199.0,49 Seats available,2.5,https://www.redbus.in/bus-tickets/chandigarh-to-delhi,Chandigarh to Delhi,Chandrigarh
NueGo,Electric A/C Seater (2+2),09:00,14:25,05h 25m,451.0,3 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
FlixBus,A/C Seater (2+2),09:00,14:40,05h 40m,524.0,8 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),09:15,14:45,05h 30m,630.0,19 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
AdCity Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),23:55,04:15,04h 20m,529.0,41 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),09:40,15:00,05h 20m,583.0,20 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),10:00,15:05,05h 05m,451.0,18 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),11:00,16:25,05h 25m,451.0,29 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
AdCity Land Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),23:00,04:40,05h 40m,990.0,41 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),11:25,16:20,04h 55m,449.0,27 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Orbit Aviation Pvt. Ltd.,Mercedes Multi-Axle Semi Sleeper (2+2),11:25,16:30,05h 05m,449.0,21 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),12:00,17:05,05h 05m,491.0,22 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),12:25,17:15,04h 50m,475.0,11 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),13:00,18:25,05h 25m,451.0,27 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),14:30,19:35,05h 05m,451.0,37 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),15:30,20:35,05h 05m,451.0,31 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
FlixBus,A/C Seater (2+2),16:00,21:55,05h 55m,312.0,21 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),16:30,21:55,05h 25m,451.0,42 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),17:00,23:00,06h 00m,495.0,29 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
KVS Holidays,A/C Seater / Sleeper (2+2),17:00,22:30,05h 30m,199.0,42 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),17:00,23:05,06h 05m,600.0,35 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),17:00,22:50,05h 50m,499.0,44 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),17:30,23:20,05h 50m,399.0,43 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),17:30,22:35,05h 05m,453.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Zingbus Plus,Volvo A/C Semi Sleeper (2+2),17:55,23:15,05h 20m,450.0,30 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
FlixBus,A/C Seater (2+2),18:00,00:40,06h 40m,332.0,35 Seats available,5.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),18:00,23:30,05h 30m,749.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,552.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),18:00,23:45,05h 45m,462.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),18:00,23:30,05h 30m,499.0,45 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Lavish Travels,A/C Seater / Sleeper (2+2),18:15,01:00,06h 45m,584.0,34 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Ram Dalal Holidays,Bharat Benz A/C Sleeper (2+1),18:30,00:05,05h 35m,850.0,16 Seats available,4.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),18:30,23:45,05h 15m,399.0,49 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),18:30,23:30,05h 00m,550.0,39 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo 9600 Multi-Axle A/C Sleeper (2+1),18:30,23:50,05h 20m,600.0,35 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
IntrCity SmartBus,Volvo 9600 A/C Semi Sleeper (2+2),18:35,01:10,06h 35m,509.0,41 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
NueGo,Electric A/C Seater (2+2),18:40,23:35,04h 55m,475.0,26 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
City Land Travels,Scania Multi-Axle AC Semi Sleeper (2+2),18:40,00:00,05h 20m,540.0,40 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Ashok Bus Service,VE A/C Seater / Sleeper (2+1),18:45,01:15,06h 30m,599.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:00,23:55,04h 55m,699.0,26 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Subh Yatri Holidays,Volvo A/C Semi Sleeper (2+2),19:00,00:45,05h 45m,599.0,41 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,23:55,04h 55m,499.0,35 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Holiday Appeal Private Limited,Volvo A/C Semi Sleeper (2+2),19:00,23:45,04h 45m,854.0,41 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Ram Dalal Holidays,Volvo A/C Semi Sleeper (2+2),19:00,00:00,05h 00m,700.0,41 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:00,00:15,05h 15m,499.0,42 Seats available,4.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
FlixBus,A/C Seater (2+2),19:00,01:45,06h 45m,649.0,22 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),19:30,00:40,05h 10m,599.0,36 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),19:30,01:05,05h 35m,710.0,21 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),19:30,00:50,05h 20m,549.0,40 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
A N Holidays,Bharat Benz A/C Semi Sleeper (2+2),19:30,23:55,04h 25m,599.0,28 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Scania Multi-Axle AC Semi Sleeper (2+2),19:30,00:30,05h 00m,399.0,49 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Reo India Travels,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:35,23:59,04h 24m,547.0,28 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Reo India Travels,Volvo A/C Semi Sleeper (2+2),19:45,00:30,04h 45m,570.0,25 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
City Land Travels,Volvo A/C Semi Sleeper (2+2),19:55,00:40,04h 45m,557.0,25 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Raghukul Holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,719.0,34 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo Multi-Axle A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,499.0,33 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,01:40,05h 40m,499.0,42 Seats available,3.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Northern Travels,Volvo A/C Semi Sleeper (2+2),20:00,01:20,05h 20m,510.0,18 Seats available,3.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:30,05h 30m,699.0,31 Seats available,4.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
New Himalaya Travels,Volvo A/C Semi Sleeper (2+2),20:00,01:00,05h 00m,600.0,21 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
SPEED BUS,Volvo AC Seater (2+2),20:00,13:45,17h 45m,700.0,41 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Ram Dalal Holidays,Volvo 9600 A/C Semi Sleeper (2+2),20:00,01:05,05h 05m,720.0,16 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
Laxmi holidays,Volvo A/C Semi Sleeper (2+2),20:00,01:10,05h 10m,499.0,41 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-chandigarh,Delhi to Chandigarh,Chandrigarh
