Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name,State
IntrCity SmartBus,VE A/C Seater / Sleeper (2+1),22:30,02:25,03h 55m,1478.0,29 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
DURGA TRAVELS,A/C Seater/Sleeper (2+1),22:30,02:59,04h 29m,1099.0,19 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Laxmi holidays,Bharat Benz A/C Sleeper (2+1),22:30,02:00,03h 30m,1529.0,29 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
SAFAR EXPRESS PVT LTD,A/C Seater / Sleeper (2+1),22:30,01:23,02h 53m,1600.0,20 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),22:35,02:30,03h 55m,1612.0,25 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Khajuraho Travels,AC Sleeper (2+1),22:35,02:05,03h 30m,1521.0,34 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
International Tourist Centre,VE A/C Seater / Sleeper (2+1),22:40,02:45,04h 05m,1299.0,32 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Gola Bus Service,VE A/C Seater (2+2),22:40,03:10,04h 30m,1499.0,45 Seats available,3.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Satlok express,A/C Seater / Sleeper (2+1),22:45,02:47,04h 02m,1427.62,43 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),22:45,02:15,03h 30m,2099.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Khajuraho Travels,AC Sleeper (2+1),22:45,02:30,03h 45m,1221.0,30 Seats available,4.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Mahalaxmi Travels,Volvo 9600 A/C Sleeper (2+1),22:45,03:45,05h 00m,1649.0,27 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Satlok express,A/C Seater / Sleeper (2+1),22:45,02:47,04h 02m,899.0,43 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Ashok Bus Service,VE A/C Sleeper (2+1),22:45,03:15,04h 30m,1199.0,30 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),22:50,01:55,03h 05m,1399.0,41 Seats available,4.3,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Gajraj bus service,Bharat Benz A/C Sleeper (2+1),22:50,02:30,03h 40m,1500.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:00,02:40,03h 40m,1419.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:00,02:00,03h 00m,1125.0,35 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),23:00,02:35,03h 35m,1229.0,36 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Aadishakti Travels,Bharat Benz A/C Seater (2+2),23:00,02:40,03h 40m,1149.0,20 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Kalpana Travels Pvt.ltd.,A/C Sleeper (2+1),23:15,02:45,03h 30m,1399.0,21 Seats available,4.6,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:15,02:30,03h 15m,1349.0,25 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Satlok express,A/C Seater / Sleeper (2+2),23:15,03:17,04h 02m,1099.0,23 Seats available,3.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),23:15,02:50,03h 35m,1299.0,37 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Zingbus Plus,Bharat Benz A/C Seater /Sleeper (2+1),23:15,02:45,03h 30m,1574.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Hare Rama Travels,A/C Seater/Sleeper (2+1),23:15,03:00,03h 45m,1299.0,40 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
PRATAP T&C,A/C Seater / Sleeper (2+2),23:15,02:45,03h 30m,1449.0,45 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:20,03:05,03h 45m,1406.0,35 Seats available,4.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:20,03:30,04h 10m,1300.0,24 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:25,02:35,03h 10m,1340.0,24 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,03:00,03h 30m,1544.0,27 Seats available,3.3,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:30,02:30,03h 00m,1399.0,31 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),23:30,03:30,04h 00m,1186.0,29 Seats available,3.4,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Miles India Private Limited,Scania AC Multi Axle Sleeper (2+1),23:30,04:00,04h 30m,1499.0,14 Seats available,3.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Kalpana Travels Pvt.Ltd,A/C Seater/Sleeper (2+1),23:30,03:00,03h 30m,1499.0,30 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Kalpana Travels Pvt.Ltd,A/C Sleeper (2+1),23:30,02:45,03h 15m,1709.0,16 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Ashok Bus Service,VE A/C Sleeper (2+1),23:45,04:30,04h 45m,1099.0,33 Seats available,3.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:45,03:25,03h 40m,1418.0,33 Seats available,4.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),23:45,03:15,03h 30m,1479.0,22 Seats available,4.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
IntrCity SmartBus,Bharat Benz A/C Seater /Sleeper (2+1),23:55,03:10,03h 15m,1329.0,32 Seats available,3.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (2+2),14:45,21:45,07h 00m,1025.0,59 Seats available,1.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Kalpana Travels Kanpur,Bharat Benz A/C Sleeper (2+1),15:00,19:30,04h 30m,899.0,22 Seats available,2.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Baba Khatushyam Travels Pvt Ltd,A/C Seater / Sleeper (3+1),15:05,22:00,06h 55m,1200.0,58 Seats available,1.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Panwar tour and Travels,A/C Seater (2+2),16:00,20:00,04h 00m,1250.0,49 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Travel Express,AC Seater (2+2),17:00,22:55,05h 55m,1799.0,45 Seats available,1.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
RAO TRAVELS INDIA PVT LTD.,Volvo AC Seater Pushback 2+2,17:10,21:00,03h 50m,2750.0,38 Seats available,2.3,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
FlixBus,A/C Sleeper (2+1),17:30,21:50,04h 20m,1348.0,3 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Panwar tour and Travels,A/C Seater / Sleeper (2+2),17:45,21:45,04h 00m,1444.0,32 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Panwar tour and Travels,A/C Seater / Sleeper (2+2),18:00,22:00,04h 00m,1544.0,34 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
United Manjushree tours and Travels,A/C Seater Push Back (2+2),18:00,23:00,05h 00m,3100.0,45 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Yadav Vishvkarma Tour And Travels,A/C Seater / Sleeper (2+1),18:01,21:41,03h 40m,1999.0,26 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
NAYAR TRAVELS (OPC) PVT LTD,Volvo A/C B11R Multi Axle Semi Sleeper (2+2),19:00,22:00,03h 00m,1499.0,49 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
KST Travels,A/C Seater / Sleeper (2+2),19:25,23:25,04h 00m,1299.0,19 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Yadav Vishvkarma Tour And Travels,NON AC Seater / Sleeper 2+1,19:30,23:31,04h 01m,1000.0,18 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Vinay Travels,A/C Seater / Sleeper (2+2),19:50,00:20,04h 30m,1290.0,36 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
New Shatabdi Travels,NON A/C Sleeper (2+1),20:00,00:30,04h 30m,4500.0,30 Seats available,1.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shree Saroj Travels,A/C Seater/Sleeper (2+1),20:00,23:10,03h 10m,1499.0,27 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
KN Nehra Travels,A/C Seater / Sleeper (2+1),20:00,23:00,03h 00m,1299.0,24 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
FlixBus,A/C Sleeper (2+1),20:00,00:20,04h 20m,935.0,9 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
FlixBus,A/C Sleeper (2+1),20:10,00:10,04h 00m,1348.0,6 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Vinay Travels,VE A/C Seater / Sleeper (2+1),20:30,00:20,03h 50m,1390.0,28 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
KN Nehra Travels,A/C Seater / Sleeper (2+1),20:30,23:50,03h 20m,1299.0,24 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),20:31,02:31,06h 00m,1142.86,12 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shree Saroj Travels,A/C Seater / Sleeper (2+2),21:00,00:05,03h 05m,1499.0,39 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
New Yadav Vishwakarma Tour and Travels,Bharat Benz NON A/C sleeper (2+1),21:00,00:30,03h 30m,1199.0,6 Seats available,2.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Hari Das Tour &Travels,Bharat Benz A/C Semi Sleeper (2+2),21:00,01:00,04h 00m,3000.0,47 Seats available,0.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
KST Travels,A/C Seater / Sleeper (2+1),21:25,00:55,03h 30m,1299.0,36 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Rama Krishna Tour and Travels,AC Sleeper (2+1),21:30,00:31,03h 01m,999.0,12 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Raj Shila Travels,A/C Seater / Sleeper (2+2),21:30,00:30,03h 00m,1390.0,26 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Pitambra Travels (Sunny Safar Express),A/C Sleeper (2+1),21:30,00:35,03h 05m,1498.0,15 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Hans India Tour,A/C Seater / Sleeper (2+2),22:00,01:30,03h 30m,1500.0,37 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Hans India Tour,A/C Seater / Sleeper (2+2),22:00,01:30,03h 30m,1500.0,48 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shitla Travels,A/C Sleeper (2+1),22:00,03:30,05h 30m,1000.0,26 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Kalpana Travels Kanpur,NON AC Seater / Sleeper 2+1,22:15,02:45,04h 30m,999.0,7 Seats available,2.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),22:15,02:45,04h 30m,1685.0,23 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shri Sai Safar Travels,A/C Seater / Sleeper (2+1),22:15,02:31,04h 16m,1000.0,27 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Arhaan Travels,A/C Seater / Sleeper (2+1),22:25,03:20,04h 55m,1899.0,40 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Pitambra Travels (Sunny Safar Express),A/C Sleeper (2+1),22:30,01:35,03h 05m,1598.0,18 Seats available,2.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Yadav Vishvkarma Tour And Travels,NON AC Seater / Sleeper 2+1,22:30,02:21,03h 51m,1000.0,8 Seats available,2.8,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
NAYAR TRAVELS (OPC) PVT LTD,A/C Sleeper (2+1),22:30,00:30,02h 00m,2099.0,31 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Rama Krishna Tour and Travels,NON AC Seater / Sleeper 2+1,22:30,01:31,03h 01m,999.0,37 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Kalpana Travels Kanpur,AC Sleeper (2+1),22:45,03:15,04h 30m,1618.1,17 Seats available,2.1,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Panwar tour and Travels,A/C Seater / Sleeper (2+1),23:00,02:40,03h 40m,3939.0,42 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Arhaan Travels,A/C Seater / Sleeper (2+1),23:05,02:45,03h 40m,1899.0,40 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shishpal Bus Service,A/C Seater Push Back (2+2),23:10,03:00,03h 50m,1299.0,30 Seats available,2.2,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Panwar tour and Travels,A/C Seater (2+2),23:15,03:15,04h 00m,1500.0,49 Seats available,1.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
RAO SAHAB TRAVELS PRIVATE LIMITED,A/C Seater / Sleeper (2+1),23:31,04:01,04h 30m,1685.0,26 Seats available,1.9,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shri Krishna Bus Service,A/C Seater / Sleeper (2+1),23:31,03:46,04h 15m,1699.0,40 Seats available,2.5,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Arhaan Travels,A/C Seater / Sleeper (2+1),23:36,03:16,03h 40m,1899.0,40 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
Shree Hare Rama Travels,A/C Seater/Sleeper (2+1),23:55,03:00,03h 05m,1709.0,28 Seats available,2.7,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
DIVYANSHU TRAVELS,A/C Sleeper (2+2),23:55,04:10,04h 15m,1140.0,36 Seats available,2.0,https://www.redbus.in/bus-tickets/delhi-to-agra,Delhi to Agra,Uttar Pradesh
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Sleeper (2+1),22:15,05:15,07h 00m,1099.0,27 Seats available,4.2,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh),Uttar Pradesh
City Land Travels,Volvo A/C Semi Sleeper (2+2),22:00,06:00,08h 00m,1249.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/delhi-to-shahjahanpur,Delhi to Shahjahanpur (Uttar Pradesh),Uttar Pradesh
NueGo,Electric A/C Seater (2+2),10:00,14:35,04h 35m,309.0,2 Seats available,3.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),12:00,16:45,04h 45m,309.0,6 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
FlixBus,A/C Seater (2+2),13:30,18:40,05h 10m,353.0,6 Seats available,4.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
AdFlixBus,A/C Seater (2+2),17:00,22:15,05h 15m,399.0,8 Seats available,4.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),14:00,18:45,04h 45m,427.0,15 Seats available,3.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
R S YADAV SMART BUS PRIVATE LIMITED,VE A/C Seater / Sleeper (2+1),14:25,18:15,03h 50m,450.0,37 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),15:00,19:45,04h 45m,284.0,17 Seats available,3.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
BT Travels,A/C Seater / Sleeper (2+1),15:15,18:30,03h 15m,379.0,37 Seats available,4.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Ashok Bus Service,VE A/C Sleeper (2+1),15:30,19:20,03h 50m,324.0,37 Seats available,3.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
FlixBus,A/C Seater (2+2),15:35,20:10,04h 35m,245.0,26 Seats available,4.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),16:00,20:40,04h 40m,332.0,23 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Falcon Tour And Travels,Volvo AC Seater (2+2),16:40,01:00,08h 20m,699.0,39 Seats available,3.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),17:00,21:35,04h 35m,474.0,19 Seats available,4.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),17:30,22:10,04h 40m,284.0,33 Seats available,4.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Raj Kalpana Travels Pvt.ltd.,A/C Seater/Sleeper (2+1),17:30,21:00,03h 30m,399.0,32 Seats available,3.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
PTC-SKYBUS,VE A/C Seater / Sleeper (2+1),17:40,21:15,03h 35m,399.0,43 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),18:00,22:45,04h 45m,438.0,21 Seats available,3.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Gola Bus Service,VE A/C Seater / Sleeper (2+1),18:00,20:30,02h 30m,499.0,15 Seats available,3.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Raj Kalpana Travels Pvt.ltd.,VE A/C Seater (2+2),18:15,21:30,03h 15m,449.0,37 Seats available,4.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),19:00,23:45,04h 45m,284.0,29 Seats available,4.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Aadishakti Travels,Bharat Benz A/C Seater (2+2),19:40,22:50,03h 10m,499.0,28 Seats available,3.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),21:00,01:45,04h 45m,284.0,33 Seats available,3.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),22:00,02:45,04h 45m,284.0,40 Seats available,4.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
NueGo,Electric A/C Seater (2+2),23:55,04:40,04h 45m,284.0,30 Seats available,4.3,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
RAWAT HOLIDAYS,A/C Seater (2+2),09:00,13:15,04h 15m,499.0,45 Seats available,1.2,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Royal Star Travels,AC Seater (2+2),09:30,14:00,04h 30m,299.0,24 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Ashok tour and Travels,AC Seater (2+2),10:00,15:15,05h 15m,284.76,36 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Ashok tour and Travels,AC Seater (2+2),11:00,16:15,05h 15m,284.76,36 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
RAWAT HOLIDAYS,A/C Seater (2+2),13:00,17:15,04h 15m,349.0,22 Seats available,1.1,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
AGRA TRAVELSENSE,AC Seater (2+2),13:15,17:15,04h 00m,449.0,31 Seats available,1.7,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Royal Star Travels,AC Seater (2+2),14:00,18:00,04h 00m,399.0,29 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),14:00,17:45,03h 45m,450.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Northern Travels,Bharat Benz A/C Seater /Sleeper (2+1),14:30,18:15,747h 45m,299.0,38 Seats available,2.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Laxmi holidays,Bharat Benz A/C Seater /Sleeper (2+1),14:30,18:30,04h 00m,451.0,35 Seats available,2.5,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Ashok tour and Travels,AC Seater (2+2),14:30,19:45,05h 15m,284.76,36 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Royal Star Travels,AC Seater (2+2),14:45,18:45,04h 00m,399.0,25 Seats available,1.0,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
AGRA TRAVELSENSE,AC Seater (2+2),15:30,19:15,03h 45m,449.0,37 Seats available,1.9,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),16:00,19:45,03h 45m,450.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
AGRA TRAVELSENSE,AC Seater (2+2),17:30,22:00,04h 30m,500.0,37 Seats available,1.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
RAWAT HOLIDAYS,A/C Seater (2+2),17:45,22:00,04h 15m,349.0,26 Seats available,1.6,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Taj Express Bus Service Pvt Ltd,Non AC Seater (2+2),18:00,21:45,03h 45m,450.0,33 Seats available,2.4,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
Ashok tour and Travels,AC Seater (2+2),18:00,23:15,05h 15m,284.76,30 Seats available,1.8,https://www.redbus.in/bus-tickets/agra-to-delhi,Agra to Delhi,Uttar Pradesh
